Title,Date,Link
Why Is Elon Musk Supporting Donald Trump?,2024-10-25T18:08:30Z,https://www.newsweek.com/why-elon-musk-supporting-donald-trump-1974146
NASA chief calls for investigation into report that Musk and Putin have spoken regularly | CNN Politics,2024-10-25T18:00:07Z,https://www.cnn.com/2024/10/25/politics/elon-musk-vladimir-putin/index.html
"Other Barks & Bites for Friday, October 25: Microsoft CEO Asks for Changes in Copyright Law; Report Finds 22% Growth in Semiconductor Patent Filings; and Former OpenAI Employee Claims Company Breaks Copyright Law",2024-10-25T17:55:52Z,https://ipwatchdog.com/2024/10/25/bite-barks-report-finds-22-growth-semiconductor-patent-filings-former-openai-employee/id=182556/
"Porsche, Mercedes Pledge Cost Cuts After China Slump Hits Profit",2024-10-25T17:39:15Z,https://financialpost.com/pmn/business-pmn/porsche-mercedes-pledge-cost-cuts-after-china-slump-hits-profit
Tesla DOES Have A Ridesharing App Already,2024-10-25T17:34:29Z,https://cleantechnica.com/2024/10/25/tesla-does-have-a-ridesharing-app-already/
Elon Musk Found A Way To Make His Illegal Voter Drive Legal: Don't Actually Pay Anyone,2024-10-25T17:30:00Z,https://jalopnik.com/elon-musk-found-a-way-to-make-his-illegal-voter-drive-l-1851681513
"With Latest Gifts, Billionaire Elon Musk's Cash Support for Trump Reaches $118 Million",2024-10-25T17:23:17Z,https://www.commondreams.org/news/elon-musk-trump-contributions
Elon Musk all-in for Trump as Moscow denies secret Putin talks,2024-10-25T17:22:21Z,https://www.digitaljournal.com/world/elon-musk-all-in-for-trump-as-moscow-denies-secret-putin-talks/article
AI model madness vs. AI model skeptics,2024-10-25T17:21:40Z,https://siliconangle.com/2024/10/25/ai-model-madness-vs-ai-model-skeptics/
Elon Musk All-in For Trump As Moscow Denies Secret Putin Talks,2024-10-25T17:21:19Z,https://www.ibtimes.com/elon-musk-all-trump-moscow-denies-secret-putin-talks-3748191
"Waymo closes $5.6 billion funding round from Alphabet, others",2024-10-25T17:21:02Z,https://fortune.com/2024/10/25/waymo-evs-raises-56-billion-largest-ever-funding-round/
Elon Musk is going 'founder mode' in his bid to get Donald Trump elected,2024-10-25T16:59:29Z,https://biztoc.com/x/96d07496deaf9b51
Tesla shares head for highest close in 13 months as post-earnings rally continues,2024-10-25T16:59:07Z,https://biztoc.com/x/3d6f298589de5ed8
"Democrats Forecast Plan To Go After High-Profile Trump Supporters, Starting With Elon Musk",2024-10-25T16:57:04Z,https://freerepublic.com/focus/f-news/4273395/posts
"Democrats Forecast Plan To Go After High-Profile Trump Supporters, Starting With Elon Musk",2024-10-25T16:57:04Z,https://freerepublic.com/focus/f-bloggers/4273395/posts
Elon Musk is going 'founder mode' in his bid to get Donald Trump elected,2024-10-25T16:53:28Z,https://www.businessinsider.com/elon-musk-donald-trump-support-reflects-business-approach-tesla-2024-10
Bitcoin Universe,2024-10-25T16:51:22Z,https://erickimphotography.com/blog/2024/10/25/bitcoin-universe/
Microsoft boss gets 63% pay rise despite asking for reduction,2024-10-25T16:49:56Z,https://www.bbc.com/news/articles/cwy1lkp71n2o
"Tesla Stock Rally Steamrolls Shorts, Erasing Year’s Gains in One Day",2024-10-25T16:47:29Z,https://finance.yahoo.com/news/tesla-stock-rally-steamrolls-shorts-164729141.html
Tesla shares head for highest close in 13 months as post-earnings rally continues,2024-10-25T16:44:00Z,https://www.cnbc.com/2024/10/25/tesla-shares-rise-to-highest-in-over-a-year-after-q3-earnings.html
Elon Musk’s ‘Grease-meets-Jetsons’ Tesla supercharger station rises in California,2024-10-25T16:38:28Z,https://nypost.com/2024/10/25/business/elon-musks-tesla-supercharge-station-rises-in-california/
Elon Musk finally admits Tesla's HW3 might not support full self-driving,2024-10-25T16:35:20Z,https://slashdot.org/submission/17329087/elon-musk-finally-admits-teslas-hw3-might-not-support-full-self-driving
"Nothing is permanent, only bitcoin?",2024-10-25T16:35:02Z,https://erickimphotography.com/blog/2024/10/25/nothing-is-permanent-only-bitcoin/
Microsoft CEO Satya Nadella's compensation rises 63% to $79.11 million despite his request for a pay cut,2024-10-25T16:31:00Z,https://www.techspot.com/news/105302-microsoft-ceo-satya-nadella-compensation-rises-63-7911.html
"Democrats Forecast Plan To Go After High-Profile Trump Supporters, Starting With Elon Musk",2024-10-25T16:28:11Z,https://dailycaller.com/2024/10/25/elon-musk-regulation-kamala-harris-donald-trump-silicon-valley/
"Lies, Damned Lies, And Elon Musk",2024-10-25T16:28:02Z,https://www.techdirt.com/2024/10/25/lies-damned-lies-and-elon-musk/
Evergrande NEV Stake Sale Talks With Potential Buyer Have Ended,2024-10-25T16:27:26Z,https://financialpost.com/pmn/business-pmn/evergrande-nev-stake-sale-talks-with-potential-buyer-have-ended
Elon Musk just announced the death of driving,2024-10-25T16:26:17Z,https://biztoc.com/x/90891ae13a52f067
NIO is launching a ‘much more competitive’ Onvo electric SUV soon,2024-10-25T16:25:50Z,http://electrek.co/2024/10/25/nio-launch-much-more-competitive-onvo-electric-suv-soon/
Elon Musk’s Wealth Soars by $33.5B in a Day as Tesla Stock Surges 22%,2024-10-25T16:25:00Z,https://www.cryptoglobe.com/latest/2024/10/elon-musks-wealth-soars-by-33-5b-in-a-day-as-tesla-stock-surges-22/
"Scout Motors Debuts All-Electric 2026 Traveler SUV, Terra Pickup",2024-10-25T16:24:00Z,https://www.cnet.com/home/electric-vehicles/scout-motors-debut-all-electric-2026-traveler-suv-and-terra-pickup/
EVLV BREAKING NEWS: BFA Law Announces an Investigation into Evolv Technologies Holdings after it Announces Accounting Improprieties; Investors are Urged to Contact the Firm (Nasdaq:EVLV),2024-10-25T16:17:00Z,https://www.globenewswire.com/news-release/2024/10/25/2969584/0/en/EVLV-BREAKING-NEWS-BFA-Law-Announces-an-Investigation-into-Evolv-Technologies-Holdings-after-it-Announces-Accounting-Improprieties-Investors-are-Urged-to-Contact-the-Firm-Nasdaq-EV.html
Digital Capital,2024-10-25T16:16:34Z,https://erickimphotography.com/blog/2024/10/25/digital-capital-2/
Scout Motors Banks On One Weird Trick To Sell More Electric Vehicles,2024-10-25T16:15:06Z,https://cleantechnica.com/2024/10/25/scout-motors-banks-on-one-weird-trick-to-sell-more-electric-vehicles/
"Inside Wall Street's efforts to value OpenAI: Who's involved, how it could work, and what's at stake for the banks",2024-10-25T16:12:37Z,https://www.businessinsider.com/openai-valuation-process-goldman-sachs-morgan-stanley-fees-2024-10
"Waymo Closes $5.6 Billion Funding Round From Alphabet, Others",2024-10-25T16:08:19Z,https://finance.yahoo.com/news/waymo-closes-5-6-billion-160819745.html
"After promising full self-driving updates for years, Elon Musk finally admits that most existing Teslas may never be able to drive themselves",2024-10-25T16:07:15Z,https://www.pcgamer.com/hardware/after-promising-full-self-driving-updates-for-years-elon-musk-finally-admits-that-most-existing-teslas-may-never-be-able-to-drive-themselves
"After promising full self-driving updates for years, Elon Musk finally admits that most existing Teslas may never be able to drive themselves",2024-10-25T16:07:15Z,https://www.pcgamer.com/hardware/after-promising-full-self-driving-updates-for-years-elon-musk-finally-admits-that-most-existing-teslas-may-never-be-able-to-drive-themselves/
"Government dilemma: Musk has been in secret talks with Putin, raising security concerns",2024-10-25T16:06:01Z,https://www.neowin.net/news/government-dilemma-musk-has-been-in-secret-talks-with-putin-raising-security-concerns/
Piper Sandler Raises Tesla (NASDAQ:TSLA) Price Target to $315.00,2024-10-25T16:03:46Z,https://biztoc.com/x/1174c4d11bcff351
Stock Market Mixed But Nasdaq Hits Record High As Tesla Leads Earnings Winners: Weekly Review,2024-10-25T16:03:46Z,https://biztoc.com/x/6e5e10fa7bc34f9b
Elon Musk added billions to his net worth thanks to Tesla's stock surge,2024-10-25T16:02:14Z,https://qz.com/elon-musk-net-worth-tesla-stock-spacex-1851681401
Elon Musk could reap a whopping tax break if he joins a Trump administration,2024-10-25T15:52:57Z,https://biztoc.com/x/c157df9f5446c2d7
"Tesla’s energy storage business is booming, but solar is gone",2024-10-25T15:50:15Z,http://electrek.co/2024/10/25/teslas-energy-storage-business-is-booming-but-solar-is-gone/
Elon Musk could reap a whopping tax break if he joins a Trump administration,2024-10-25T15:45:38Z,https://fortune.com/2024/10/25/elon-musk-could-reap-a-whopping-tax-break-if-he-joins-a-trump-administration/
Tesla Stock Jumped 22%. What Market History Says Happens Next. - Barron's,2024-10-25T15:33:35Z,https://slashdot.org/firehose.pl?op=view&amp;id=175322795
Alphabet's Waymo closes $5.6 billion funding to expand autonomous ride-hailing service,2024-10-25T15:31:51Z,https://www.channelnewsasia.com/business/alphabets-waymo-closes-56-billion-funding-expand-autonomous-ride-hailing-service-4703251
Tesla Stock Jumped 22%. What Market History Says Happens Next,2024-10-25T15:30:57Z,https://biztoc.com/x/08d908ef74358922
Biden says Elon Musk was an 'illegal worker' when he began U.S. career,2024-10-26T23:17:24Z,https://www.cnbc.com/2024/10/26/biden-elon-musk-illegal-worker-began-career.html
‘Cowardice’: Jeff Bezos blocks Washington Post from endorsing Kamala Harris,2024-10-26T22:18:33Z,https://www.news.com.au/finance/business/media/cowardice-jeff-bezos-blocks-washington-post-from-endorsing-kamala-harris-sparking-backlash-from-journalists/news-story/b3977e8e95192336286ccb2d12a1eb4c
Washington Post reports Elon Musk briefly worked illegally in US in 1990s,2024-10-26T22:00:35Z,https://www.investing.com/news/world-news/washington-post-reports-elon-musk-briefly-worked-illegally-in-us-in-1990s-3684618
Washington Post reports Elon Musk briefly worked illegally in US in 1990s,2024-10-26T21:57:00Z,https://www.thestar.com.my/news/world/2024/10/27/washington-post-reports-elon-musk-briefly-worked-illegally-in-us-in-1990s
Biden claps back at Trump in fiery Pittsburgh speech: 'He's a loser',2024-10-26T20:51:48Z,https://www.foxnews.com/politics/biden-claps-back-trump-fiery-pittsburgh-speech-hes-loser
Tesla Cybertruck Becomes The Third Best-Selling EV In The US,2024-10-26T20:29:28Z,https://www.redmondpie.com/tesla-cybertruck-becomes-the-third-best-selling-ev-in-the-us/
Elon Musk’s X is boosting election conspiracy theories with AI-powered trending topics,2024-10-26T20:25:50Z,https://www.nbcnews.com/tech/misinformation/elon-musk-x-boosts-election-conspiracy-theories-ai-trends-twitter-rcna176941
2024 Tesla Cybertruck Cyberbeast AWD Foundation Series,2024-10-26T20:00:18Z,https://bringatrailer.com/listing/2024-tesla-cybertruck-cyberbeast-14/
Elon Musk admits full self-driving likely won't be possible on older Tesla vehicles,2024-10-26T19:42:00Z,https://www.techspot.com/news/105313-elon-musk-admits-full-self-driving-likely-wont.html
Incoming Data Not Supportive Of The “Soft-Landing” View,2024-10-26T18:56:41Z,https://www.forbes.com/sites/greatspeculations/2024/10/26/incoming-data-not-supportive-of-the-soft-landing-view/
Dealers Say Decision for Scout to Skip Dealers and Sell Directly to Consumers Is 'Misguided',2024-10-26T17:20:00Z,https://www.roadandtrack.com/news/a62721076/dealers-scout-to-skip-dealers-and-sell-directly-consumers-misguided/
Fans turn out for new superstar of politics: Elon Musk,2024-10-26T17:02:05Z,https://www.wnd.com/2024/10/fans-turn-out-for-new-superstar-of-politics-elon-musk/
Elon Musk’s $100 Million-Plus Gift to Trump,2024-10-26T17:00:00Z,https://www.motherjones.com/politics/2024/10/elon-musks-100-million-plus-gift-to-trump/
Elon Musk Wants to Deport People Living in the United States Illegally—Just Like He Once Did,2024-10-26T16:49:18Z,https://www.motherjones.com/politics/2024/10/elon-musk-wants-to-deport-people-living-in-the-united-states-illegally-just-like-he-once-did/
Tesla is offering a Cybertruck accessory that it can't fully install,2024-10-26T16:33:42Z,https://biztoc.com/x/02239d87f586d384
"Leading U.S. Official On AI Policy Claims Tesla AI 'Recognizes Everybody As Tall White Men,' Says She'll Withdraw Her Money If Not Changed",2024-10-26T16:23:22Z,https://biztoc.com/x/1a4918e8c4564a40
Mark Cuban Pours Cold Water on Idea Donald Trump Is a 'Great Businessman',2024-10-26T16:22:38Z,https://www.newsweek.com/mark-cuban-pours-cold-water-idea-donald-trump-great-businessman-1975395
Tesla is offering a Cybertruck accessory that it can't fully install,2024-10-26T16:21:01Z,https://www.businessinsider.com/tesla-offers-cybertruck-accessory-lightbar-cannot-fully-install-elon-musk-2024-10
Democratic Senators Urge Justice Department To Probe Elon Musk's $1 Million Election Lottery,2024-10-26T16:14:28Z,https://www.ibtimes.com/democratic-senators-urge-justice-department-probe-elon-musks-1-million-election-lottery-3748273
"'Oh, come on': CNN conservative put on the spot after defending Musk's secret Putin talks",2024-10-26T16:11:22Z,https://www.rawstory.com/musk-putin-salam/
"Elon Musk Tweet About a Tesla (TSLA) Union Wasn’t a Threat, Court Rules",2024-10-26T15:49:37Z,https://biztoc.com/x/e9dab7cba6d9df49
"Robotaxi aside, a $25,000 EV would be ‘pointless’, Tesla CEO says",2024-10-26T15:39:57Z,https://www.digitaltrends.com/cars/below-25k-tesla-pointless/
Tesla (NASDAQ:TSLA) Stock Rating Reaffirmed by Wedbush,2024-10-26T15:36:50Z,https://www.etfdailynews.com/2024/10/26/tesla-nasdaqtsla-stock-rating-reaffirmed-by-wedbush/
"Musk gives at least $132 million to elect Trump, GOP allies",2024-10-26T15:26:19Z,https://fortune.com/2024/10/26/elon-musk-political-donations-132-million-donald-trump-republican-races/
"Elon Musk—Powerful Critic Of Illegal Immigrants—Worked Illegally In U.S. At Start Of Career, Report Says",2024-10-26T15:09:29Z,https://www.forbes.com/sites/antoniopequenoiv/2024/10/26/elon-musk-powerful-critic-of-illegal-immigrants-worked-illegally-in-us-at-start-of-career-report-says/
Harris’s Silence on FTC Chair Shows Billionaires Are Winning the Election,2024-10-26T14:43:28Z,https://truthout.org/articles/harriss-silence-on-ftc-chair-shows-billionaires-are-winning-the-election/
"Goldman says the party's over, Tesla stock soars, and Microsoft's Bitcoin bet: Markets news roundup",2024-10-26T14:43:16Z,https://biztoc.com/x/0fea40d4535dfda0
"Tesla Proved the Bears Wrong, But Is It Too Late to Buy TSLA Stock Now?",2024-10-26T14:32:29Z,https://biztoc.com/x/90f8af178ace0722
"Elon Musk, Dana White to appear at 'historic' Trump MSG rally",2024-10-26T14:22:46Z,https://www.foxnews.com/politics/elon-musk-dana-white-appear-historic-trump-msg-rally
Big companies are seeing more turnover in the CFO chair. Here's why that matters,2024-10-26T14:09:58Z,https://biztoc.com/x/153c05375a895fef
Chinese cyber spies targeted phones used by Trump and Vance,2024-10-26T14:02:15Z,https://securityaffairs.com/170277/intelligence/chinese-cyber-spies-targeted-trump-vance.html
This Week’s Awesome Tech Stories From Around the Web (Through October 26),2024-10-26T14:00:40Z,https://singularityhub.com/2024/10/26/this-weeks-awesome-tech-stories-from-around-the-web-through-october-26-2/
"Leading U.S. Official On AI Policy Claims Tesla AI 'Recognizes Everybody As Tall White Men,' Says She'll Withdraw Her Money If Not Changed",2024-10-26T14:00:27Z,https://finance.yahoo.com/news/leading-u-official-ai-policy-140027463.html
Tesla Optimus vs. Unitree G1: Autonomy or Advertising? video,2024-10-26T13:13:24Z,https://slashdot.org/firehose.pl?op=view&amp;id=175327399
Jon McNeill’s lessons on innovation through subtraction,2024-10-26T13:03:40Z,https://biztoc.com/x/6b9d5a9132c75cdd
Jon McNeill’s lessons on innovation through subtraction | TechCrunch,2024-10-26T13:00:58Z,https://techcrunch.com/2024/10/26/jon-mcneills-lessons-on-innovation-through-subtraction/
"Goldman says the party's over, Tesla stock soars, and Microsoft's Bitcoin bet: Markets news roundup",2024-10-26T13:00:00Z,https://www.yahoo.com/tech/goldman-says-partys-over-tesla-130000650.html
"Goldman says the party's over, Tesla stock soars, and Microsoft's Bitcoin bet: Markets news roundup",2024-10-26T13:00:00Z,https://qz.com/goldman-sachs-sp500-stock-market-tsla-microsoft-bitcoin-1851681625
’s monster rally erases shorts’ 2024 gains in one day,2024-10-26T12:19:09Z,https://biztoc.com/x/a25974f5dd90595a
Tesla Optimus vs. Unitree G1: Autonomy or Advertising? video,2024-10-26T12:00:03Z,https://www.cnet.com/videos/tesla-optimus-vs-unitree-g1-autonomy-or-advertising/
Musk Offers Cash to Voters in Swing States that Support Second Amendment,2024-10-26T11:47:05Z,https://freerepublic.com/focus/f-news/4273554/posts
Musk Offers Cash to Voters in Swing States that Support Second Amendment,2024-10-26T11:47:05Z,https://freerepublic.com/focus/f-bloggers/4273554/posts
"Cromwell Holdings LLC Purchases 2,483 Shares of Tesla, Inc. (NASDAQ:TSLA)",2024-10-26T11:46:07Z,https://biztoc.com/x/79077bf124315ddb
Elon Musk is Trump’s biggest booster — and patron. Why?,2024-10-26T11:35:07Z,https://biztoc.com/x/eff4c06e420c3b9c
China Watch: Beijing’s New “Bold and Steady” Economic Stimulus,2024-10-26T11:32:13Z,https://www.fairobserver.com/economics/china-watch-beijings-new-bold-and-steady-economic-stimulus/
"Elon Musk is in regular contact with Putin, claims report; NASA chief wants probe",2024-10-26T11:22:42Z,https://economictimes.indiatimes.com/news/international/global-trends/elon-musk-is-in-regular-contact-with-putin-claims-report-nasa-chief-wants-probe/articleshow/114622378.cms
Democracy 2024: Presidential campaign trail | Live Updates from Fox News Digital,2024-10-26T10:31:46Z,https://www.foxnews.com/live-news/donald-trump-kamala-harris-2024-presidential-election-campaign-trail-10-26-24
Chart of the Week: Taking a closer look at the Magnificent Seven,2024-10-26T10:29:26Z,https://biztoc.com/x/56b24c50fb776418
Development and validation of a clinical diagnostic model for myocardial ischaemia in borderline coronary lesions based on optical pumped magnetometer magnetocardiography: a prospective observational cohort study,2024-10-26T10:27:02Z,https://bmjopen.bmj.com/content/14/10/e086433
Tesla Owner’s 10-Month Old Daughter Got Locked Inside Her Car And She’s Livid,2024-10-26T10:22:13Z,http://twistedsifter.com/2024/10/tesla-owners-10-month-old-daughter-got-locked-inside-her-car-and-shes-livid/
Tesla Bitcoin Moves May No Longer Shake The Market,2024-10-26T10:18:17Z,https://www.forbes.com/sites/digital-assets/2024/10/26/tesla-bitcoin-moves-may-no-longer-shake-the-market/
Tesla Q3 2024 earnings report is out: stock rises for the best day since 2013,2024-10-26T10:05:02Z,https://www.tweaktown.com/news/101268/tesla-q3-2024-earnings-report-is-out-stock-rises-for-the-best-day-since-2013/index.html
"Judges’ rude Giuliani ruling and more: Letters to the Editor — Oct. 27, 2024",2024-10-26T10:02:54Z,https://nypost.com/2024/10/26/opinion/rudy-giuliani-giving-over-apartment-letters/
Chart of the Week: Taking a closer look at the Magnificent Seven,2024-10-26T10:00:14Z,https://finance.yahoo.com/news/chart-of-the-week-taking-a-closer-look-at-the-magnificent-seven-100014792.html
Investing.com stocks of the week,2024-10-26T10:00:00Z,https://www.investing.com/news/stock-market-news/investingcom-stocks-of-the-week-3683998
Elon Musk Made More Money Yesterday Than He Gave Away in an Entire Year,2024-10-26T10:00:00Z,https://www.motherjones.com/politics/2024/10/elon-musk-donald-trump-campaign-funding-money-democracy-philanthropy-foundations/
YieldMax TSLA Option Income Strategy ETF (NYSEARCA:TSLY) Shares Gap Up – Time to Buy?,2024-10-26T09:24:55Z,https://www.etfdailynews.com/2024/10/26/yieldmax-tsla-option-income-strategy-etf-nysearcatsly-shares-gap-up-time-to-buy/
JPMorgan Chase & Co. Increases Tesla (NASDAQ:TSLA) Price Target to $135.00,2024-10-26T09:13:04Z,https://www.etfdailynews.com/2024/10/26/jpmorgan-chase-co-increases-tesla-nasdaqtsla-price-target-to-135-00/
Elysia: Better Software Can Unlock Hidden Potential In EV Batteries,2024-10-26T09:00:00Z,https://www.forbes.com/sites/jamesmorris/2024/10/26/elysia-better-software-can-unlock-hidden-potential-in-ev-batteries/
"‘Americans just work harder’ than Europeans, says CEO of Norway’s $1.6 trillion oil fund, because they have a higher ‘general level of ambition’",2024-10-26T08:41:00Z,https://fortune.com/europe/article/how-many-hours-work-week-year-american-workers-ethic-norges-bank/
What's Wrong With Lucid Group Stock?,2024-10-26T08:17:16Z,https://biztoc.com/x/ebc056335bff743a
Harris-Trump presidential showdown: Dead even 10 days before Election Day,2024-10-26T08:00:49Z,https://www.foxnews.com/politics/harris-trump-presidential-showdown-dead-even-10-days-until-election-day
"As Tesla CEO Elon Musk continues to bash California and stump for Trump, West Coasters are getting revenge",2024-10-26T06:59:50Z,https://biztoc.com/x/f237d36f11d80b47
Irish Data Protection Commission fined LinkedIn €310M for GDPR infringement,2024-10-26T06:08:09Z,https://securityaffairs.com/170266/laws-and-regulations/irish-dpc-fined-linkedin.html
"""Far-Left Activists.."": Elon Musk Asks People Not To Donate To Wikipedia",2024-10-26T05:57:55Z,https://www.ndtv.com/india-news/far-left-activists-elon-musk-asks-people-not-to-donate-to-wikipedia-6877213
Tesla (NASDAQ:TSLA) Shares Up 1.6% Following Analyst Upgrade,2024-10-26T05:54:52Z,https://www.etfdailynews.com/2024/10/26/tesla-nasdaqtsla-shares-up-1-6-following-analyst-upgrade/
Tesla (NASDAQ:TSLA) Stock Price Up 17.1% on Strong Earnings,2024-10-26T05:17:08Z,https://www.etfdailynews.com/2024/10/26/tesla-nasdaqtsla-stock-price-up-17-1-on-strong-earnings/
"Elon Musk’s dozens of meetings with presidents, prime ministers and political candidates show his growing political influence - CNN",2024-10-26T05:12:13Z,https://slashdot.org/firehose.pl?op=view&amp;id=175326413
Trump tells Joe Rogan the podcaster should ‘endorse’ him: ‘You cannot be voting for Kamala’,2024-10-26T04:31:03Z,https://nypost.com/2024/10/26/us-news/trump-tells-joe-rogan-to-endorse-him-in-presidential-election-over-kamala-harris-in-interview/
"As Tesla CEO Elon Musk continues to bash California and stump for Trump, West Coasters are getting revenge",2024-10-26T04:25:48Z,https://biztoc.com/x/8631bec970f134e5
"As Tesla CEO Elon Musk continues to bash California and stump for Trump, West Coasters are getting revenge",2024-10-26T04:20:00Z,https://fortune.com/2024/10/26/tesla-honda-toyota-cadillac-elon-musk-trump-election-earnings-stock-robovan-robotaxi-california/
"Wall Street Week Ahead: Stocks rally faces gauntlet of tech earnings, jobs data, election",2024-10-26T04:10:12Z,https://economictimes.indiatimes.com/markets/stocks/news/wall-street-week-ahead-stocks-rally-faces-gauntlet-of-tech-earnings-jobs-data-election/articleshow/114608884.cms
"US labor board wrongly ordered Tesla's Musk to delete anti-union tweet, court rules",2024-10-26T04:03:42Z,https://biztoc.com/x/fcb9a2c72b3e33e9
Nasdaq closes higher ahead of a heavy week of earnings,2024-10-26T03:53:54Z,https://economictimes.indiatimes.com/markets/stocks/news/nasdaq-closes-higher-ahead-of-a-heavy-week-of-earnings/articleshow/114608488.cms
"Trump promises Michigan crowd that he will revive auto industry, stem immigration",2024-10-26T03:44:29Z,https://www.usatoday.com/story/news/politics/2024/10/25/trump-promises-michigan-crowd-that-he-will-revive-auto-industry/75855867007/
"US labor board wrongly ordered Tesla's Musk to delete anti-union tweet, court rules",2024-10-26T02:46:56Z,https://biztoc.com/x/ac1c435f9a3910f1
"Trump calls being president a ‘very dangerous business,’ citing assassination attempts in highly anticipated Joe Rogan interview",2024-10-26T02:22:50Z,https://nypost.com/2024/10/25/us-news/joe-rogan-releases-trump-intervew-podcast/
Musk Wins Appeal Over Tweet He Had to Delete About Union Push,2024-10-26T01:51:06Z,https://biztoc.com/x/44d88bebda23b357
Tesla ends the week on a high fueled by earnings 'surprise',2024-10-26T01:50:48Z,https://biztoc.com/x/8372d4dcc0835676
"US labor board wrongly ordered Tesla's Musk to delete anti-union tweet, court rules",2024-10-26T01:40:39Z,https://www.investing.com/news/stock-market-news/us-labor-board-wrongly-ordered-teslas-musk-to-delete-antiunion-tweet-court-rules-3684487
"Elon Musk is in 'regular contact' with Vladimir Putin, new report alleges",2024-10-26T01:40:00Z,https://abcnews.go.com/US/elon-musk-regular-contact-vladimir-putin-new-report/story?id=115130093
Elon Musk defends $1 million giveaway after Justice Department warning,2024-10-26T01:30:37Z,https://www.nbcnews.com/tech/tech-news/elon-musk-defends-1-million-petition-giveaway-federal-warning-rcna177377
"US labor board wrongly ordered Tesla's Musk to delete anti-union tweet, court rules",2024-10-26T01:28:29Z,https://biztoc.com/x/01a9c689ce4b3385
Could Elon Musk’s alliance with Donald Trump hurt Tesla's business? Not according to the company's list of 'risk factors' - Fortune,2024-10-26T01:13:24Z,https://slashdot.org/firehose.pl?op=view&amp;id=175325753
Could Elon Musk’s alliance with Donald Trump hurt Tesla's business? Not according to the company's list of 'risk factors',2024-10-26T01:06:36Z,https://biztoc.com/x/3dd9ca3652b69299
Alphabet’s Waymo Raises More Money to Compete With Tesla Robotaxis,2024-10-26T00:44:24Z,https://biztoc.com/x/6f3348e713be8cc6
Tesla ends the week on a high fueled by earnings 'surprise',2024-10-26T00:44:07Z,https://www.businessinsider.com/tesla-stock-price-ends-week-high-after-earnings-2024-10
"YG Entertainment Stock Up on ROSÉ APT Success, K-Pop Shares Up Overall",2024-10-26T00:22:23Z,http://www.billboard.com/pro/yg-entertainment-stock-up-rose-apt-success-k-pop-shares-up/
"Elon Musk’s dozens of meetings with presidents, prime ministers and political candidates show his growing political influence | CNN Business",2024-10-26T00:16:53Z,https://www.cnn.com/2024/10/25/tech/elon-musk-political-meetings-influence-dg/index.html
Court Rules Elon Musk Is Not Required To Remove Controversial Tweet About Tesla Union,2024-10-25T23:50:10Z,https://www.forbes.com/sites/antoniopequenoiv/2024/10/25/court-rules-elon-musk-is-not-required-to-remove-controversial-tweet-about-tesla-union/
"Tesla out here ""disrupting"" your groundwater with literal AI sludge.",2024-10-25T22:57:13Z,https://www.jwz.org/blog/2024/10/tesla-out-here-disrupting-your-groundwater-with-literal-ai-sludge/
Will Tesla's Giant Move Help NASDAQ Break Out?,2024-10-25T22:53:38Z,https://biztoc.com/x/9141db4b1e9cb9bb
Elon Musk might be hurting Donald Trump more than helping: YF survey - Yahoo Finance,2024-10-25T22:52:52Z,https://slashdot.org/firehose.pl?op=view&amp;id=175325201
Elon Musk's secret talks with Putin ramped up during his Twitter takeover: WSJ report (Lora Kolodny/CNBC),2024-10-25T22:20:01Z,https://www.memeorandum.com/241025/p107
The best ASX ETFs to buy in November,2024-10-25T22:00:00Z,https://www.fool.com.au/2024/10/26/the-best-asx-etfs-to-buy-in-november/
Election Season: Keep Calm and Optimize Your Portfolio,2024-10-25T21:51:16Z,https://stockcharts.com/articles/chartwatchers/2024/10/election-season-keep-calm-and-91.html
Keith Olbermann Calls for Elon Musk's 'Immediate' Arrest: 'Lock Him Away in a Military Facility',2024-10-25T21:43:28Z,https://www.breitbart.com/politics/2024/10/25/keith-olbermann-calls-for-elon-musks-immediate-arrest-lock-him-away-in-a-military-facility/
"If Green Energy is the Future, Bring a Fire Extinguisher",2024-10-25T21:38:29Z,https://energycentral.com/c/ec/if-green-energy-future-bring-fire-extinguisher
"The Score: McDonald's, Tesla, Spirit Airlines and More Stocks That Defined the Week",2024-10-25T21:35:56Z,https://biztoc.com/x/1b7163a7737cbde0
Here's a look at Musk's contact with Putin and why it matters,2024-10-25T21:32:04Z,https://www.voanews.com/a/here-s-a-look-at-musk-s-contact-with-putin-and-why-it-matters/7839641.html
"Elon Musk’s Town Hall Was 2 1/2 Hours On Aliens, Elections And Chick-Fil-A",2024-10-27T23:57:47Z,https://www.huffpost.com/entry/elon-musk-donald-trump-town-hall_n_671eb89ce4b03aa5c1cd80b6
Biden calls out Musk over a published report that the Tesla CEO once worked in the US illegally,2024-10-27T23:30:31Z,https://www.ksat.com/news/politics/2024/10/27/biden-calls-out-musk-over-a-published-report-that-the-tesla-ceo-once-worked-in-the-us-illegally/
NASA chief and Democratic lawmakers urge investigation into reports of Musk-Putin conversations,2024-10-27T22:50:18Z,https://www.businessinsider.com/nasa-democrats-investigation-elon-musk-vladimir-putin-reported-calls-2024-10
"Dow Jones Futures Rise, Oil Dives; Tesla, Nvidia In Buy Zones With Huge Earnings Due",2024-10-27T22:43:51Z,https://biztoc.com/x/d2ced88e9ed61c3b
